,Country,Activity,Age,Fatal (Y/N),Age Group,Top Species,Arm Pts,Leg Pts,Body Pts,Head Pts,Total Pts
568,USA,Scuba Diving for lobster (at surface),29,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
569,SOUTH AFRICA,Surfing,18,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
570,SOUTH AFRICA,Spearfishing,34,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
571,AUSTRALIA,Sailing on catamaran & fell into the water,16,Y,Teenager,tiger shark,0.0,0.0,0.0,0.0,0.0
572,USA,Surfing (sitting on his board),25,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
573,USA,Surfing,16,N,Teenager,hammerhead shark,0.0,20.0,0.0,0.0,20.0
574,USA,Skindiving,28,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
575,SOUTH AFRICA,Surfing,27,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
576,USA,Towing her sister on plastic ski board,13,N,Teenager,hammerhead shark,0.0,20.0,0.0,0.0,20.0
577,AUSTRALIA,Scuba diving for abalone,48,N,Adult,white shark,10.0,0.0,0.0,0.0,10.0
578,USA,Surfing,15,N,Teenager,tiger shark,0.0,20.0,0.0,0.0,20.0
579,SOUTH AFRICA,Spearfishing,29,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
580,USA,Skindiving,14,N,Teenager,nurse shark,10.0,0.0,0.0,0.0,10.0
581,USA,Diving,22,N,Adult,bull shark,0.0,20.0,0.0,0.0,20.0
582,AUSTRALIA,Swimming from the New Venture ,21,Y,Adult,tiger shark,0.0,0.0,50.0,0.0,50.0
583,AUSTRALIA,Swimming from the New Venture ,24,Y,Adult,tiger shark,0.0,20.0,0.0,0.0,20.0
584,AUSTRALIA,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,28,N,Adult,tiger shark,0.0,20.0,0.0,0.0,20.0
585,USA,Windsurfing,39,N,Adult,hammerhead shark,0.0,20.0,0.0,0.0,20.0
586,SOUTH AFRICA,Spearfishing,32,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
587,SOUTH AFRICA,Surfing,16,N,Teenager,white shark,0.0,0.0,0.0,0.0,0.0
588,USA,Diving,36,N,Adult,white shark,10.0,0.0,0.0,0.0,10.0
589,USA,Free diving for abalone from Zodiac (submerged),28,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
590,SOUTH AFRICA,Paddleskiing,38,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
591,USA,Paddle Boarding,26,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
592,SOUTH AFRICA,Surfing,27,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
593,AUSTRALIA,Spearfishing,32,Y,Adult,white shark,0.0,0.0,50.0,0.0,50.0
594,USA,Surfing,24,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
595,USA,Swimming,26,Y,Adult,tiger shark,0.0,0.0,0.0,0.0,0.0
596,SOUTH KOREA,Shell diving,27,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
597,SOUTH AFRICA,Surfing,24,N,Adult,tiger shark,0.0,20.0,0.0,0.0,20.0
598,USA,Surfing,15,N,Teenager,hammerhead shark,0.0,20.0,0.0,0.0,20.0
599,USA,Commercial spearfishing,25,N,Adult,tiger shark,0.0,0.0,0.0,0.0,0.0
600,AUSTRALIA,Surf-skiing,27,N,Adult,tiger shark,0.0,0.0,0.0,0.0,0.0
601,REUNION,Spearfishing,22,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
602,USA,Surfing,29,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
603,USA,Surfing,19,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
604,MEXICO,Body surfing,13,N,Teenager,tiger shark,0.0,0.0,0.0,0.0,0.0
605,SOUTH AFRICA,Free diving,52,Y,Adult,tiger shark,0.0,0.0,0.0,0.0,0.0
606,SOUTH AFRICA,Fishing,61,N,Adult,hammerhead shark,0.0,20.0,0.0,0.0,20.0
607,SOUTH AFRICA,Body boarding,24,N,Adult,white shark,10.0,20.0,0.0,0.0,30.0
608,PORTUGAL,Spearfishing,19,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
609,USA,Surfing,20,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
610,SOUTH AFRICA,Spearfishing,25,N,Adult,white shark,0.0,0.0,0.0,100.0,100.0
611,SOUTH AFRICA,Spearfishing,23,Y,Adult,white shark,0.0,20.0,0.0,0.0,20.0
612,SOUTH AFRICA,Spearfishing,27,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
613,SOUTH AFRICA,Surfing,18,N,Adult,tiger shark,0.0,20.0,0.0,0.0,20.0
614,SOUTH AFRICA,Spearfishing,25,N,Adult,white shark,0.0,0.0,0.0,100.0,100.0
615,AUSTRALIA,Surfing,17,N,Teenager,white shark,0.0,20.0,0.0,0.0,20.0
616,USA,Free diving for abalone (surfacing),20,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
617,USA,Spearfishing / Scuba diving,27,N,Adult,bull shark,0.0,20.0,0.0,100.0,120.0
618,USA,Collecting fish from net,25,N,Adult,bull shark,10.0,0.0,0.0,0.0,10.0
619,USA,Hookah diving for abalone (submerged),29,N,Adult,white shark,0.0,20.0,50.0,0.0,70.0
620,SOUTH AFRICA,"Thrashing the water / imitating the shark victim from ""Jaws""",19,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
621,USA,Surfing,19,N,Adult,bull shark,10.0,0.0,0.0,0.0,10.0
622,USA,Surfing,25,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
623,SOUTH AFRICA,Surfing,20,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
624,USA,Surfing,15,N,Teenager,tiger shark,0.0,20.0,0.0,0.0,20.0
625,USA,Surfing,19,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
626,USA,Scuba diving & spearfishing,27,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
627,AUSTRALIA,Filming & feeding captive sharks,35,N,Adult,nurse shark,10.0,0.0,0.0,0.0,10.0
628,SOUTH AFRICA,Surfing,19,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
629,USA,Free diving for abalone,44,N,Adult,white shark,10.0,0.0,0.0,0.0,10.0
630,AUSTRALIA,Scuba diving for abalone,37,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
631,USA,Scuba diving for abalone (at surface),23,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
632,USA,Hookah diving for abalone,34,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
633,AUSTRALIA,Swimming underwater from crayfish cage to a fishing bait,12,Y,Child,white shark,0.0,20.0,0.0,0.0,20.0
634,USA,Surfing,17,N,Teenager,white shark,0.0,20.0,50.0,0.0,70.0
635,USA,Hookah diving for abalone,29,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
636,USA,Scuba diving (but on surface),41,N,Adult,white shark,10.0,0.0,0.0,0.0,10.0
637,USA,Scuba diving (but on surface),48,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
638,USA,Surfing,24,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
639,CROATIA,,21,Y,Adult,white shark,0.0,20.0,0.0,0.0,20.0
640,USA,Free diving for abalone (submerged),36,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
641,USA,Free diving (but on surface),45,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
642,AUSTRALIA,Diving for abalone,26,Y,Adult,white shark,0.0,20.0,0.0,0.0,20.0
643,BAHAMAS,"Free diving, Spearfishing",11,N,Child,bull shark,10.0,0.0,0.0,100.0,110.0
644,MEXICO,"Free diving, Spearfishing",37,Y,Adult,white shark,0.0,20.0,0.0,0.0,20.0
645,AUSTRALIA,Diving for abalone,45,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
646,USA,Free diving for abalone,32,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
647,WESTERN SAMOA,Swimming,25,Y,Adult,tiger shark,0.0,0.0,0.0,0.0,0.0
648,MOZAMBIQUE,Standing,24,N,Adult,white shark,10.0,20.0,0.0,0.0,30.0
649,SOUTH AFRICA,Swimming,16,N,Teenager,white shark,10.0,0.0,0.0,100.0,110.0
650,USA,Scuba diving,30,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
651,CROATIA,Swimming,34,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
652,AUSTRALIA,Scuba diving & feeding fish,26,N,Adult,nurse shark,0.0,20.0,0.0,0.0,20.0
653,SOUTH AFRICA,Surfing,21,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
654,SOUTH AFRICA,Swimming,50,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
655,NEW ZEALAND,Surfing,16,N,Teenager,white shark,0.0,20.0,0.0,0.0,20.0
656,AUSTRALIA,Surfing,15,N,Teenager,white shark,0.0,20.0,0.0,0.0,20.0
657,USA,Free diving for abalone,53,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
658,USA,,13,N,Teenager,nurse shark,0.0,0.0,0.0,100.0,100.0
659,USA,Diving,23,N,Adult,nurse shark,0.0,20.0,0.0,0.0,20.0
660,USA,Surfing,16,N,Teenager,white shark,0.0,20.0,0.0,0.0,20.0
661,AUSTRALIA,Feeding mullet to sharks,27,N,Adult,nurse shark,10.0,0.0,0.0,0.0,10.0
662,NEW ZEALAND,Surfing,17,N,Teenager,white shark,10.0,0.0,0.0,100.0,110.0
663,SOUTH AFRICA,Spearfishing,28,N,Adult,hammerhead shark,10.0,0.0,0.0,0.0,10.0
664,NEW ZEALAND,Spearfishing,24,Y,Adult,white shark,0.0,20.0,0.0,0.0,20.0
665,USA,Playing with a frisbee in the shallows,9,N,Child,hammerhead shark,0.0,0.0,0.0,0.0,0.0
666,USA,Playing with a frisbee in the shallows,12,N,Child,hammerhead shark,0.0,0.0,0.0,0.0,0.0
667,USA,Free diving,25,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
668,AUSTRALIA,Freediving,15,N,Teenager,nurse shark,0.0,0.0,0.0,0.0,0.0
669,AUSTRALIA,,18,N,Adult,nurse shark,10.0,0.0,0.0,0.0,10.0
670,AUSTRALIA,"Spearfishing, dived to pick up a float line",23,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
671,USA,Spearfishing,15,N,Teenager,nurse shark,0.0,20.0,0.0,0.0,20.0
672,USA,Spearfishing,26,N,Adult,nurse shark,0.0,20.0,0.0,100.0,120.0
673,AUSTRALIA,Feeding a shark,22,N,Adult,nurse shark,0.0,0.0,0.0,0.0,0.0
674,SOUTH AFRICA,Spearfishing,32,N,Adult,white shark,10.0,20.0,0.0,100.0,130.0
675,AUSTRALIA,Spearfishing,36,N,Adult,nurse shark,10.0,0.0,0.0,100.0,110.0
676,NEW ZEALAND,Lifesaving drill,21,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
677,AUSTRALIA,Spearfishing,29,N,Adult,nurse shark,0.0,20.0,0.0,0.0,20.0
678,AUSTRALIA,Spearfishing,19,N,Adult,nurse shark,10.0,0.0,0.0,0.0,10.0
679,USA,Hunting crayfish ,14,N,Teenager,nurse shark,0.0,0.0,50.0,0.0,50.0
680,CROATIA,Swimming,33,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
681,USA,Diving for sand dollars,16,N,Teenager,tiger shark,0.0,20.0,0.0,0.0,20.0
682,USA,Fishing,18,N,Adult,hammerhead shark,10.0,0.0,0.0,100.0,110.0
683,AUSTRALIA,Shipwreck,38,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
684,AUSTRALIA,Treading water,13,N,Teenager,white shark,0.0,20.0,0.0,0.0,20.0
685,USA,Free diving / spearfishing (resting on the surface),29,N,Adult,white shark,10.0,20.0,0.0,0.0,30.0
686,USA,Swimming,35,N,Adult,hammerhead shark,0.0,20.0,0.0,0.0,20.0
687,AUSTRALIA,Surfing,24,N,Adult,nurse shark,0.0,20.0,0.0,0.0,20.0
688,USA,,49,N,Adult,bull shark,10.0,20.0,0.0,100.0,130.0
689,USA,Spearfishing,28,N,Adult,white shark,10.0,0.0,0.0,0.0,10.0
690,PALAU,Walking on reef,8,N,Child,tiger shark,0.0,20.0,0.0,0.0,20.0
691,SOUTH AFRICA,Paddling rescue ski,22,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
692,AUSTRALIA,Free diving with seals,25,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
693,AUSTRALIA,"Filming underwater, carrying powerhead",25,N,Adult,white shark,0.0,0.0,0.0,100.0,100.0
694,AUSTRALIA,"Surfing, but swimming to his board",19,N,Adult,nurse shark,0.0,20.0,0.0,0.0,20.0
695,USA,Spearfishing using scuba,28,N,Adult,hammerhead shark,0.0,0.0,0.0,0.0,0.0
696,USA,,22,N,Adult,nurse shark,10.0,0.0,0.0,100.0,110.0
697,FIJI,Spearfishing,35,Y,Adult,tiger shark,0.0,20.0,50.0,0.0,70.0
698,NEW ZEALAND,Spearfishing,26,N,Adult,white shark,0.0,0.0,0.0,100.0,100.0
699,SOUTH AFRICA,Body boarding,25,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
700,NEW ZEALAND,Swimming,19,Y,Adult,white shark,0.0,20.0,0.0,0.0,20.0
701,USA,Floating,12,N,Child,hammerhead shark,0.0,0.0,0.0,0.0,0.0
702,USA,Spearfishing / Scuba diving (at surface),21,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
703,AUSTRALIA,Spearfishing,23,N,Adult,white shark,10.0,0.0,0.0,0.0,10.0
704,NEW BRITAIN,Spearfishing,22,Y,Adult,tiger shark,0.0,20.0,0.0,0.0,20.0
705,PAPUA NEW GUINEA,Fishing / standing in waist deep water,18,N,Adult,tiger shark,10.0,0.0,0.0,0.0,10.0
706,FIJI,Fishing,21,N,Adult,tiger shark,10.0,0.0,0.0,0.0,10.0
707,USA,"Spearfishing, pulled sharks tail",16,N,Teenager,nurse shark,10.0,0.0,0.0,100.0,110.0
708,FEDERATED STATES OF MICRONESIA,Spearfishing,26,N,Adult,tiger shark,10.0,0.0,0.0,0.0,10.0
709,GREECE,Swimming,42,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
710,USA,Swimming,25,Y,Adult,galapagos shark,10.0,20.0,50.0,0.0,80.0
711,FIJI,Spearfishing,28,N,Adult,white shark,10.0,0.0,0.0,0.0,10.0
712,AUSTRALIA,Wading,32,Y,Adult,bull shark,10.0,20.0,0.0,0.0,30.0
713,NEW ZEALAND,Fishing,14,N,Teenager,nurse shark,10.0,0.0,0.0,0.0,10.0
714,AUSTRALIA,Spearfishing,16,Y,Teenager,white shark,0.0,20.0,0.0,0.0,20.0
715,USA,Spearfishing / Scuba diving (at surface),24,N,Adult,white shark,10.0,20.0,0.0,0.0,30.0
716,ITALY,Spearfishing with Scuba gear,28,Y,Adult,white shark,0.0,20.0,0.0,0.0,20.0
717,SOUTH AFRICA,Treading water,13,Y,Teenager,white shark,0.0,20.0,0.0,0.0,20.0
718,USA,Spearfishing / Scuba diving (at surface),29,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
719,PAPUA NEW GUINEA,Spearfishing,24,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
720,AUSTRALIA,Spearfishing,23,N,Adult,nurse shark,0.0,0.0,0.0,100.0,100.0
721,CROATIA,Swimming,19,Y,Adult,white shark,10.0,20.0,0.0,0.0,30.0
722,USA,Swimming,16,N,Teenager,white shark,0.0,20.0,0.0,0.0,20.0
723,USA,Wading,19,N,Adult,white shark,10.0,20.0,0.0,0.0,30.0
724,ITALY,Spearfishing,21,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
725,USA,Free diving for abalone,20,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
726,USA,Walking in chest-deep water,52,N,Adult,hammerhead shark,10.0,0.0,0.0,100.0,110.0
727,USA,Spearfishing,22,N,Adult,tiger shark,0.0,20.0,0.0,0.0,20.0
728,AUSTRALIA,Spearfishing,24,N,Adult,nurse shark,0.0,0.0,0.0,0.0,0.0
729,AUSTRALIA,Spearfishing,21,N,Adult,white shark,10.0,20.0,0.0,100.0,130.0
730,SOUTH AFRICA,Swimming,15,N,Teenager,white shark,0.0,20.0,0.0,0.0,20.0
731,SOUTH AFRICA,Standing,13,N,Teenager,white shark,10.0,20.0,0.0,0.0,30.0
732,SOUTH AFRICA,Swimming,25,Y,Adult,white shark,0.0,20.0,0.0,0.0,20.0
733,AUSTRALIA,"Fishing, when line became snagged on rock & he dived into water to free it ",33, N,Adult,nurse shark,0.0,20.0,0.0,0.0,20.0
734,USA,Swimming ,16,N,Teenager,white shark,0.0,20.0,0.0,0.0,20.0
735,SOUTH AFRICA,Treading water,16,N,Teenager,white shark,0.0,0.0,0.0,0.0,0.0
736,USA,Skindiving for abalone (but at surface),48,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
737,AUSTRALIA,Surfing,17,N,Teenager,white shark,10.0,0.0,0.0,0.0,10.0
738,PAPUA NEW GUINEA,Spearfishing,26,Y,Adult,tiger shark,0.0,20.0,0.0,0.0,20.0
739,AUSTRALIA,Spearfishing,20,N,Adult,nurse shark,0.0,0.0,50.0,100.0,150.0
740,AUSTRALIA,Free diving,13,Y,Teenager,bull shark,0.0,20.0,0.0,0.0,20.0
741,USA,Diving for abalone,30,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
742,FIJI,Spearfishing,36,N,Adult,tiger shark,10.0,0.0,0.0,100.0,110.0
743,USA,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",30,N,Adult,hammerhead shark,10.0,20.0,0.0,0.0,30.0
744,USA,"Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ides speargun & he shot it in the mouth",32,N,Adult,hammerhead shark,0.0,0.0,0.0,0.0,0.0
745,USA,Spearfishing (but on surface),25,N,Adult,hammerhead shark,0.0,20.0,0.0,0.0,20.0
746,USA,Free diving,13,N,Teenager,nurse shark,10.0,0.0,0.0,0.0,10.0
747,USA,Free diving for abalone,33,Y,Adult,white shark,0.0,0.0,50.0,0.0,50.0
748,SOUTH AFRICA,Spearfishing,23,N,Adult,white shark,0.0,0.0,0.0,100.0,100.0
749,USA,Treading water,18,Y,Adult,white shark,10.0,0.0,50.0,0.0,60.0
750,USA,Spearfishing,19,N,Adult,tiger shark,10.0,0.0,50.0,0.0,60.0
751,AUSTRALIA,Diving for pearl shell,43,N,Adult,tiger shark,10.0,0.0,0.0,0.0,10.0
752,AUSTRALIA,Working prawn net,20,N,Adult,nurse shark,0.0,0.0,0.0,0.0,0.0
753,SOUTH AFRICA,Swimming,18,N,Adult,white shark,10.0,20.0,0.0,0.0,30.0
754,USA,Surfing on air mattress,15,Y,Teenager,tiger shark,0.0,20.0,0.0,0.0,20.0
755,AMERICAN SAMOA,Cleaning hull of ship ,22,Y,Adult,tiger shark,0.0,20.0,50.0,0.0,70.0
756,USA,"Swimming, ducking for shells in water 0.9 m deep",12,N,Child,tiger shark,0.0,20.0,0.0,0.0,20.0
757,USA,"Swimming, ducking for shells in water 0.9 m deep",8,N,Child,tiger shark,10.0,20.0,50.0,0.0,80.0
758,USA,Free diving,20,N,Adult,nurse shark,0.0,20.0,0.0,0.0,20.0
759,BAHAMAS,"Spearfishing, had fish on his spear",36,N,Adult,tiger shark,0.0,20.0,0.0,100.0,120.0
760,USA,Wading,59,N,Adult,nurse shark,0.0,20.0,0.0,100.0,120.0
761,USA,Walking,17,N,Teenager,tiger shark,0.0,20.0,0.0,0.0,20.0
762,USA,Free diving,29,N,Adult,nurse shark,0.0,20.0,0.0,0.0,20.0
763,USA,Spearfishing on Scuba,18,N,Adult,nurse shark,0.0,0.0,50.0,100.0,150.0
764,USA,Swimming,57,Y,Adult,white shark,0.0,20.0,0.0,0.0,20.0
765,USA,Swimming,25,Y,Adult,white shark,10.0,0.0,50.0,0.0,60.0
766,PAPUA NEW GUINEA,Spearfishing,19,Y,Adult,tiger shark,0.0,20.0,50.0,0.0,70.0
767,SOUTH AFRICA,Free diving for sinkers,29,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
768,USA,Swimming near pier,10,N,Child,white shark,10.0,20.0,0.0,0.0,30.0
769,MALTA,Swimming,40,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
770,GREECE,Swimming off yacht,15,Y,Teenager,white shark,0.0,0.0,0.0,0.0,0.0
771,CROATIA,Swimming,32,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
772,USA,Spearfishing,19,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
773,AUSTRALIA,Swimming,25,Y,Adult,white shark,0.0,20.0,0.0,0.0,20.0
774,ARGENTINA,Floating,18,N,Adult,white shark,10.0,20.0,0.0,0.0,30.0
775,USA,Body surfing & treading water,17,Y,Teenager,white shark,0.0,20.0,0.0,0.0,20.0
776,SOUTH AFRICA,Swimming,23,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
777,SOUTH AFRICA,Treading water,24,N,Adult,white shark,10.0,20.0,0.0,0.0,30.0
778,GREECE,Swimming,18,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
779,GREECE,Swimming,16,Y,Teenager,white shark,0.0,0.0,50.0,0.0,50.0
780,AUSTRALIA,Paddling a surfboat,19,N,Adult,nurse shark,0.0,0.0,0.0,0.0,0.0
781,AUSTRALIA,Body surfing,21,N,Adult,white shark,10.0,20.0,0.0,0.0,30.0
782,USA,Body surfing / treading water,31,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
783,USA,Swimming,11,N,Child,hammerhead shark,0.0,20.0,0.0,0.0,20.0
784,SOUTH AFRICA,Body surfing,14,Y,Teenager,white shark,0.0,0.0,50.0,0.0,50.0
785,INDONESIA,Bending over,8,Y,Child,tiger shark,0.0,0.0,0.0,0.0,0.0
786,AUSTRALIA,Lying on the bottom of a 16' dinghy,35,N,Adult,nurse shark,0.0,0.0,50.0,0.0,50.0
787,AUSTRALIA,Lifesaving exhibition,20,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
788,AUSTRALIA,Swimming,17,Y,Teenager,tiger shark,0.0,0.0,0.0,100.0,100.0
789,USA,Underwater photography,48,N,Adult,nurse shark,0.0,0.0,0.0,0.0,0.0
790,AUSTRALIA,Fishing,9,N,Child,nurse shark,0.0,20.0,0.0,0.0,20.0
791,AUSTRALIA,Standing,18,N,Adult,white shark,0.0,20.0,0.0,0.0,20.0
792,IRAQ,Swimming,15,N,Teenager,bull shark,0.0,20.0,0.0,0.0,20.0
793,SOUTH AFRICA,Swimming,17,Y,Teenager,white shark,0.0,0.0,50.0,0.0,50.0
794,PANAMA,Dived overboard to check propeller of US Navy motor torpedo boat,20,Y,Adult,white shark,0.0,20.0,0.0,0.0,20.0
795,AUSTRALIA,Fishing for cod,18,N,Adult,white shark,0.0,0.0,0.0,0.0,0.0
796,AUSTRALIA,Dog paddling or standing,15,Y,Teenager,bull shark,0.0,20.0,0.0,0.0,20.0
797,SOUTH AFRICA,Swimming ,18,Y,Adult,white shark,0.0,0.0,50.0,0.0,50.0
798,AUSTRALIA,Treading water,24,N,Adult,tiger shark,0.0,20.0,0.0,0.0,20.0
799,AUSTRALIA,Swimming,28,Y,Adult,bull shark,0.0,0.0,0.0,0.0,0.0
800,SOUTH ATLANTIC OCEAN,HMAS Parramatta torpedoed & sunk by the U-559,23,N,Adult,tiger shark,10.0,0.0,0.0,0.0,10.0
801,SOUTH AFRICA,Treading water,25,Y,Adult,white shark,0.0,20.0,0.0,0.0,20.0
802,SOUTH AFRICA,Swimming,17,Y,Teenager,white shark,0.0,20.0,0.0,0.0,20.0
803,AUSTRALIA,"Free diving for trochus shell, swimming to dinghy",27,N,Adult,tiger shark,0.0,20.0,0.0,0.0,20.0
804,BAHAMAS,"Dress diving, filming shark & pulling it through the water for a motion picture scene",38,N,Adult,nurse shark,0.0,0.0,50.0,0.0,50.0
805,AUSTRALIA,Fishing,18,N,Adult,tiger shark,0.0,20.0,0.0,0.0,20.0
806,IRAQ,"Swimming, naked",9,N,Child,bull shark,10.0,20.0,0.0,0.0,30.0
807,AUSTRALIA,Swimming ,25,Y,Adult,tiger shark,0.0,0.0,0.0,0.0,0.0
808,AUSTRALIA,Swimming ,18,Y,Adult,tiger shark,0.0,0.0,0.0,0.0,0.0
809,AUSTRALIA,"Diving from the lugger San, operated by the Protector of the Aborigines",38,N,Adult,tiger shark,0.0,0.0,0.0,100.0,100.0
810,AUSTRALIA,Swimming,32,Y,Adult,white shark,10.0,20.0,0.0,0.0,30.0
811,AUSTRALIA,Holding shark's tail ,18,N,Adult,nurse shark,10.0,0.0,0.0,100.0,110.0
812,AUSTRALIA,Fishing,50,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
813,USA,Swimming crawl stroke,16,Y,Teenager,white shark,10.0,20.0,0.0,0.0,30.0
814,AUSTRALIA,"Diving for trochus , but swimming on surface",16,Y,Teenager,tiger shark,0.0,0.0,0.0,0.0,0.0
815,AUSTRALIA,Diving for trochus,16,N,Teenager,tiger shark,10.0,0.0,50.0,0.0,60.0
816,AUSTRALIA,Swimming,14,Y,Teenager,white shark,0.0,0.0,50.0,0.0,50.0
817,AUSTRALIA,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",13,Y,Teenager,white shark,0.0,0.0,0.0,0.0,0.0
818,AUSTRALIA,Swimming,27,Y,Adult,white shark,10.0,20.0,0.0,100.0,130.0
819,AUSTRALIA,Standing,22,Y,Adult,white shark,0.0,20.0,0.0,0.0,20.0
820,AUSTRALIA,Splashing,13,N,Teenager,tiger shark,10.0,0.0,0.0,0.0,10.0
821,CROATIA,Swimming,18,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
822,AUSTRALIA,Pearl diving,17,N,Teenager,tiger shark,10.0,0.0,0.0,0.0,10.0
823,USA,,50,N,Adult,tiger shark,0.0,0.0,0.0,0.0,0.0
824,USA,Swimming,24,Y,Adult,bull shark,0.0,0.0,0.0,0.0,0.0
825,AUSTRALIA,Swimming,24,N,Adult,nurse shark,10.0,0.0,0.0,0.0,10.0
826,USA,Swimming ,20,N,Adult,hammerhead shark,0.0,20.0,0.0,0.0,20.0
827,USA,Swimming,21,N,Adult,tiger shark,10.0,0.0,0.0,0.0,10.0
828,AUSTRALIA,Diving off pier & treading water,18,Y,Adult,white shark,0.0,0.0,0.0,0.0,0.0
829,SOUTH AFRICA,Swimming,23,N,Adult,white shark,10.0,0.0,0.0,0.0,10.0
830,AUSTRALIA,Diving by wharf,16,Y,Teenager,tiger shark,10.0,20.0,50.0,0.0,80.0
831,AUSTRALIA,Standing in knee-deep water,19,N,Adult,nurse shark,0.0,0.0,0.0,0.0,0.0
832,AUSTRALIA,Swimming,39,Y,Adult,galapagos shark,0.0,20.0,0.0,0.0,20.0
833,SOUTH AFRICA,Swimming,17,Y,Teenager,white shark,0.0,20.0,0.0,0.0,20.0
834,AUSTRALIA,Body surfing / treading water,17,N,Teenager,nurse shark,0.0,20.0,0.0,0.0,20.0
835,AUSTRALIA,Bathing,17,N,Teenager,nurse shark,0.0,20.0,0.0,0.0,20.0
836,ITALY,Swimming,20,Y,Adult,white shark,0.0,0.0,50.0,0.0,50.0
837,USA,Swimming with dog near canning factory,15,N,Teenager,white shark,10.0,20.0,0.0,0.0,30.0
838,AUSTRALIA,Floating on his back,55,Y,Adult,tiger shark,0.0,20.0,0.0,0.0,20.0
839,SOUTH AFRICA,Swimming,18,N,Adult,white shark,0.0,20.0,50.0,0.0,70.0
